Category,ProcessedText,SpeakerDialect
كوميدي,كش عليك اون يو,Najdi
اطفال,نسيت الكراتين في الصالة اروح اجيبهم احسن,Hijazi
كوميدي,عمي خلف,Hijazi
درامي,طيب واصحابي شلون بعزمهم,Egyptian
اطفال,الثاني ماريو,Najdi
كوميدي,اخر مرة تتاخرين دون تركبي بالباص انا اول واخر مرة اوصلتش,Najdi
اطفال,يا سعيد اسمعني بقولك سرراحنا اذا خلينه يروح بيتهم,Khaliji
كوميدي,ولدي تركي ولدي تركيا ولي لا تفتحون في ال في,Hijazi
درامي,وانا ما يعجبني دخلتك علي كذا ب ها الطريقة انا ايش قاعد اسوي قاعد العب انا ماني قاعد اصلح للزبون اصلح موتركم هذا والله جزاي بعد والله,Khaliji
اطفال,ن يوسف,Najdi
كوميدي,فاضي له خمس دقايق و ويخلص الفيلم يا قلبي,Najdi
كوميدي,يعني دعوانا دمار,Najdi
درامي,عشان كذا لازم انفذو,Najdi
اطفال,بصراحة هو حس بالذنب وانه هو السبب في اللي حصل لمناحي علشان كده اتفق معانا على الخطة هادي يا ولدي لانك ما تعرف اشكالنا,Najdi
درامي,كيف غفلت عن فايدة وهي بنت خالي,Hijazi
كوميدي,وان شاء الله انت وامك,Najdi
كوميدي,كثيرة يا ولدي,Najdi
درامي,انا واثق فيك,Egyptian
درامي,لا لا لا لا لا لا لا,Najdi
درامي,اتت بايسال بعض المرات علمني منهم احسن لاعب كرة قدم في العالم,Najdi
درامي,شيبك ظلال وعاصي ما تتوب,Najdi
كوميدي,اه يا لقهر صدقوني يا شباب ان المجتمع هذا بالفعل الى الان ما هو مقدرنا طيب متى بيفتح من هذا المجتمع ادري ما ادري,Khaliji
كوميدي,اختي نور عيني اه اه اه يا ناس يا ويلي ويلاه يا ويلي ويلاه شتسوي اذبح اذبح,Najdi
درامي,جاهزة حق وش,Najdi
درامي,ماني عارفة,Hijazi
درامي,خالد الله يهداك وقت غير هذا امك بتموت من القهر تبي تعرف ولدها شنو فيه,Najdi
درامي,اتصلت عليك بعد,Najdi
كوميدي,اشوفك تسحب رجليك ها,Hijazi
كوميدي,اذا مش حرام عليك,Egyptian
كوميدي,وشلون نجيب الفلوس يا معلم وحنا محبوسين,Khaliji
كوميدي,هاهاها المهم اكمل لكم السالفة وانا يا طويل العمر برجلي طاح تشاو افتح الباب,Najdi
كوميدي,علشان ترمم البيت,Khaliji
كوميدي,يا عمي براشيت زعلت ما يهمني انا جوعان,Najdi
درامي,راح يتم التحفظ عليهم واتخاذ الاجراءات اللازمة معاهم,Egyptian
درامي,تسوون هذا فيني الحرام,Najdi
درامي,اعطيك هاهاها دا سؤال يا مسعود,Hijazi
درامي,انا كنت اقترح اني ابيع الفيلا عشان احل مشكلة,Hijazi
كوميدي,مشينا المحرم يبي يرد امرنا لله,Najdi
كوميدي,لما جبت فوزية وعيالها يعيشون معنا هنا او على الاقل حسبت ردة فعلك غلط او كنت متوقع انك بتسانديني وتوقفين جنبي لكن للاسف خاب ظني,Najdi
درامي,تسلم يا حبيبي تسلم,Khaliji
كوميدي,وين رايح,Khaliji
كوميدي,الله يعطيك العافية يا ابوي اعطني الملف خليني اشوف,Najdi
كوميدي,تقدر تزرع نخلة في الاسكيمو سؤال كبير ويحتاج الى اجابة كبيرة فعلا يحتاج الى اجابة كبيرة,Najdi
درامي,علشان ما بيحرق دمك,Khaliji
اطفال,ملكي انا ورجالي وبس,Hijazi
درامي,الحالة دلوقتي مستقرة,Egyptian
كوميدي,تلقمهم بقول وشجعت تابع تمرينك يا بطل يا بطل,Khaliji
درامي,طيب طيب اتصل بحسن في البيت دحين هو كان هنا وروح قبل شوي,Hijazi
اطفال,بيع البضاعة واكسب فلوس كتير,Egyptian
كوميدي,شفت يا ابو رويشد هذا بخير الله يطول عمرك حتى الرجال يقولك ما يسوونها هنا لازم بالمصنع,Najdi
درامي,يا ساتر عليكي لما بتضربي بوز بتبقى شبه واحد صاحبي,Egyptian
كوميدي,انا الكومانده انا زورنبيح الارندلي ما حدش بيضحك عليا اللوكيشن كله ينزبط,Egyptian
كوميدي,ترى انا مقدم استقالتي مقدمها الله لا يعوق بشر,Najdi
كوميدي,امم اقتراح بيع عبر الانترنت,Najdi
كوميدي,اي الله يهديك يا خميس يعني الحين انت ما تدري ما تعرف عيالي ما يسمعون كلامي,Khaliji
كوميدي,معلومة يالربع معلومة والله معلومة ياربع اللي شفته خاروف يسوق سيارة وحاطا رجله ورانا ياسر كل شيء يعقل,Najdi
كوميدي,اي موضوع تفضلي امري,Najdi
اطفال,ماني عارف يا بابا فرحان,Hijazi
كوميدي,واتفق مع زميلي مناحي,Najdi
كوميدي,الشرطة يا يمه,Khaliji
درامي,يدروا,Hijazi
اطفال,اخر مغامرة,Khaliji
كوميدي,انا مالي راي الراي راي الله ثم رايكم,Khaliji
درامي,حبيب قلبي ما ادري وش صار فيه,Khaliji
اطفال,طيب هيا بنا نرجع,Hijazi
كوميدي,عفوا يا استاذ بندر يعني انت تبغى تفهمنا ان المخرج ما قدم الشباب بشكل مناسب,Najdi
اطفال,معك حق معك حق يا بابا فرحان,Hijazi
كوميدي,ه الله يسهلوا يا عم ه امال ايه زنابته,Egyptian
كوميدي,قمت يا عليان بقتل قطوة من قطعوتنا هلا,Khaliji
كوميدي,ابغاك تنزل للسوق للصندوق ت تاخذ هذي اربعة الاف وثلاثمية هذي من حسابي انا,Khaliji
اطفال,احنا بنعرض اللعبة هذي واللي يبغى يشتري هو حر وانت عارف اكيد ان اللعبه هذي بتحقق عندي اعلى ايرادات في الشوق ومن الغباء اني اتنازل عن الربح هذا يا سيد,Hijazi
كوميدي,تحداني تحداني اصقع اللمبة هذي برجلي كذا اقول,Najdi
كوميدي,انا لازم لازم لازم ماي كفيل لازم شغل,Khaliji
كوميدي,زواجاتك ما استمرت الا ايام بس,Najdi
كوميدي,هاهاها اا لا مؤاخذه,Najdi
درامي,الغيه في الكامل ها,Hijazi
درامي,لا ما في داعي سارة قالت لي على كل شي,Najdi
اطفال,ما رح يكون خسارة فيك اعلى المناصب,Hijazi
اطفال,ومين راح يصدقه,Hijazi
درامي,انت مخك فيه شيء,Khaliji
درامي,بسيطة يا ابو مسامح,Khaliji
كوميدي,الزواج يحفظنا يا يمه زوجوني,Khaliji
درامي,والا بنفجر بنطق من سوالف ابوي مو زعلان بس انا ما تقولي لي ما تقولي لي وش اسوي اي شلون اشيلها الخيل الحين انا تعبت تعبت,Khaliji
اطفال,ليش يا ولدي ناس احتموا بينا وبعدين يبغوا مصلحتنا وهما اللي يبغوا يساعدونا في الكشف عن كنز جدي سرحان الاول,Khaliji
درامي,الاعمار بيد الله يا بنت الحلال,Najdi
كوميدي,ابن حارث,Najdi
كوميدي,ولا انا غلطان ترى احيانا الواحد يفكر تفكيرات ما هي ب صح,Hijazi
كوميدي,ما اقول الا يا دافع البلا الله يكفينا الشر,Najdi
كوميدي,اعتقد,Najdi
كوميدي,لا انا فرحان بهالخصم انا معتبر انه هالخصم,Hijazi
درامي,خليني اطلع اللي بقلبي,Khaliji
درامي,كيف شدخل جلال,Najdi
اطفال,وراكي وراكي يا جزيرة لا مشكلة لين امسحك مسح,Hijazi
اطفال,ايوه ايوه عمو عادي يعني كذه,Hijazi
كوميدي,قلتلي حلو شنو انكتب فيه فتاة ثرية ترغب بالزواج من شخص ميسور الحال او حتى لا يستطيع ان يدفع المهر بس ها بشرط يقدرها وما يطمع فيها وشذي نحط رقم للتواصل بالنهاية ايش رايك,Khaliji
درامي,شفت الاخبار بتقول ايه,Egyptian
درامي,اكتب الشركة باسمك,Khaliji
درامي,ما اعرفش حاجة,Egyptian
درامي,لا,Khaliji
اطفال,ايوه شوفها هي هنا غرفة ستمية وسبعة هيا تفضلي تفضلي,Hijazi
اطفال,نعم يا تمورة,Hijazi
درامي,معليش يا ابوي الله يرضى عليهم جيرانا,Khaliji
كوميدي,لا خلك,Najdi
كوميدي,صلي على النبي خخ صلي على النبي,Khaliji
درامي,ملايين العشرة يا دغيلب نسيتها,Hijazi
كوميدي,بسم الله الرحمن الرحيم هلا تبي تصير غواص هما تبي تصير طيار او انت بتصير غواص شوف انا ابوك كورونا جريب في عرقة اقطع لها وخليها تطب من الجريب غواص طيار يام وينك يا محمد,Khaliji
اطفال,انا حاسس انه كل واحد فيكم حق اللي يبغاه والي يحلم فيه الا انا اسمع يا صقر اذا ما كنت راح تساعدني في تدمير بابا فرحان اعمل حسابك اني ما راح انزل ولا نقطة مويه معدنية في اي مكان في العالم,Hijazi
كوميدي,لا بس ابد تجيبلك قطع الغيار وحنا نركبه,Hijazi
كوميدي,عندك الشاهي,Hijazi
كوميدي,بتعرفوا تبلحوا,Egyptian
اطفال,ليه حرام عليك اخرس اخرس دول قتل وجدي صح نسيت معليش معليش استاهلوا استاهلوا تستاهلوا رهيب,Hijazi
اطفال,صحيحة انه ما في شيء مناسب لهم بس بطرق مختلفة كاختلاف شخصياتهم,Hijazi
اطفال,هاهاها يعني انت مالقيت في البلد كلها غير دول لا خلاص دون كويسين ها,Hijazi
كوميدي,قاطع لهم تذاكر على حسابك يا,Khaliji
كوميدي,صدقيني هالنظرية ما تخيب وبكرا ان شاء الله بتشوفين,Khaliji
كوميدي,راحت راحت الملايين راحت,Khaliji
كوميدي,يبقى فعلا عمل محلي,Egyptian
درامي,متواطئين مع ميزر انهم يصرفون مبلغ كبير من ابوك كان على الاقل جانا واحد منهم او جونا كلهم يشتكون ويطالبون بحقهم,Khaliji
اطفال,يا بابا يا بابا يا بابا فرحان سمعت ام الخير ايش بتقول,Najdi
اطفال,ما قلنا شيء احنا,Khaliji
اطفال,فلوس فلوس,Hijazi
كوميدي,ليه ما قالو ليه,Najdi
درامي,انا ولدي محتاج الى قلوب رحيمة,Najdi
كوميدي,ها طمني,Khaliji
درامي,انا زهقت,Najdi
اطفال,شكلها اللستة طويلة,Najdi
